"","x"
"2619",479017.739890683
"2620",389660.427973793
"2621",556248.764621386
"2622",529944.452579596
"2623",846721.085345398
"2624",600537.568742511
"2625",257469.887175022
"2626",795525.02321406
"2627",335233.690683914
"2628",749139.700357414
"2629",428588.825650536
"2630",278210.628834054
"2631",387575.527038136
"2632",614792.165393513
"2633",332681.37533697
"2634",413506.982810738
"2635",1865923.14763064
"2636",288060.396266299
"2637",829286.064899474
"2638",389557.364777925
"2639",782985.507077227
"2640",423605.162897815
"2641",1598435.6839358
"2642",281107.709118388
"2643",990886.201632911
"2644",1015809.92386106
"2645",612182.540673971
"2646",552472.361373389
"2647",332671.271437941
"2648",252340.933927946
"2649",740995.221729046
"2650",1744788.61879992
"2651",587027.384379558
"2652",654228.029283854
"2653",158654.956391602
"2654",1590474.15579362
"2655",1162670.0105579
"2656",438798.951221518
"2657",472197.840321244
"2658",323026.697328659
"2659",695786.090776168
"2660",284559.126836935
"2661",321567.540742434
"2662",466079.884560187
"2663",597128.842619311
"2664",520118.74987957
"2665",468023.747372927
"2666",400553.615587394
"2667",284427.799107549
"2668",719221.902218796
"2669",227291.323120045
"2670",303327.9474787
"2671",442750.426033984
"2672",516115.400696088
"2673",822982.677065838
"2674",228773.992199968
"2675",694140.353527138
"2676",326926.797507849
"2677",748657.565642368
"2678",564064.102236878
"2679",610268.345371393
"2680",143162.502805644
"2681",195823.950650705
"2682",197492.041790094
"2683",279583.402269988
"2684",461279.79953459
"2685",976659.892767433
"2686",724443.028005158
"2687",677858.281595481
"2688",1009589.85839178
"2689",348480.304708926
"2690",359277.49516077
"2691",577183.915422676
"2692",450829.940130709
"2693",452446.293476987
"2694",481868.994152307
"2695",376140.37174139
"2696",421406.209937868
"2697",1717196.75196802
"2698",572130.135667257
"2699",373749.902033087
"2700",352640.820865035
"2701",618525.091651485
"2702",561718.934547617
"2703",579317.254404346
"2704",522007.350784273
"2705",443473.672178293
"2706",486161.787879139
"2707",348003.205956014
"2708",628713.99618475
"2709",394479.171271469
"2710",515239.768008547
"2711",350338.732850875
"2712",604672.734025845
"2713",269461.505127982
"2714",756210.064215181
"2715",896709.457493657
"2716",725173.743988639
"2717",3024084.10692285
"2718",627440.223672411
"2719",202100.386390755
"2720",327021.171494716
"2721",236189.946953548
"2722",361911.547775968
"2723",1821590.53260221
"2724",410699.299265999
"2725",529825.264066652
"2726",480231.222302068
"2727",258252.777760662
"2728",712696.602121035
"2729",223006.61953842
"2730",304272.417387875
"2731",421294.980706443
"2732",338061.271100691
"2733",603642.76944412
"2734",148612.307853008
"2735",407157.857661729
"2736",559469.106695563
"2737",195843.682109565
"2738",242820.981906429
"2739",393275.927938539
"2740",262439.984198851
"2741",316353.784515973
"2742",501216.104020514
"2743",407860.677173888
"2744",205490.544554546
"2745",303578.000905403
"2746",444835.834482401
"2747",511692.587756367
"2748",231302.462000782
"2749",240366.947428603
"2750",339829.954995018
"2751",204062.763940624
"2752",266420.763306852
"2753",550371.724244334
"2754",461154.973703969
"2755",472187.292421464
"2756",247566.494493478
"2757",748836.441078419
"2758",710246.186169027
"2759",2362568.94114669
"2760",471316.64417912
"2761",231830.414066668
"2762",699992.441439686
"2763",453306.965535012
"2764",213648.180222313
"2765",298521.786821617
"2766",205286.160376684
"2767",878433.873658581
"2768",837519.125924102
"2769",429416.348949391
"2770",144550.211546295
"2771",336289.329720388
"2772",272882.343649624
"2773",627308.252156422
"2774",376865.063301226
"2775",190360.039296878
"2776",474076.346250756
"2777",681139.811564877
"2778",205430.646850233
"2779",308979.445731757
"2780",841301.909605519
"2781",932554.699454676
"2782",500428.661120854
"2783",428225.344726322
"2784",247688.013312522
"2785",342919.59017809
"2786",372894.855428079
"2787",643351.108647404
"2788",1080363.01813497
"2789",909498.257833494
"2790",487188.10852801
"2791",435170.690082563
"2792",286225.638142026
"2793",590802.456484959
"2794",545129.984317679
"2795",440526.118791037
"2796",590067.999189034
"2797",456942.763335572
"2798",292071.269767954
"2799",195608.794096817
"2800",687584.910629355
"2801",167739.166757253
"2802",341279.323423759
"2803",592598.974325625
"2804",417644.088309657
"2805",351768.079324945
"2806",317431.27082243
"2807",246133.09799755
"2808",174980.124561951
"2809",691244.034429065
"2810",291026.06575775
"2811",362889.64407746
"2812",225520.715337689
"2813",323644.199252208
"2814",266733.320664587
"2815",280062.208243
"2816",480710.554476352
"2817",635066.587126237
"2818",345317.529903056
"2819",629875.713909455
"2820",343624.340546858
"2821",1668350.97431808
"2822",674252.286104502
"2823",278913.786389205
"2824",523699.208515723
"2825",444865.544419834
"2826",365411.291440443
"2827",240374.702331473
"2828",422707.297501334
"2829",1049073.85506212
"2830",185224.253047608
"2831",207553.310864085
"2832",318893.498198984
"2833",660192.961793638
"2834",444150.99176223
"2835",277076.203807092
"2836",599635.942222539
"2837",516809.816737372
"2838",271848.241292557
"2839",584065.385821133
"2840",281293.27306282
"2841",721636.528126634
"2842",606449.685090838
"2843",274471.125021119
"2844",421239.376256965
"2845",576691.431259166
"2846",534917.453823979
"2847",423641.69842698
"2848",217566.91672832
"2849",357604.246636088
"2850",638200.674998319
"2851",515601.198883232
"2852",526518.150394058
"2853",746443.690886512
"2854",296500.528605994
"2855",307265.581045946
"2856",1097465.5792941
"2857",387337.249339598
"2858",1219999.41368906
"2859",312733.119540045
"2860",852678.57155836
"2861",182970.008785449
"2862",532645.046520541
"2863",585255.701131005
"2864",249350.429172175
"2865",276603.214669216
"2866",342647.239445118
"2867",278425.431365897
"2868",723567.065590129
"2869",507726.158846104
"2870",625026.848101985
"2871",533240.939541161
"2872",350865.533303325
"2873",613878.944751745
"2874",571663.574122923
"2875",855365.155541658
"2876",303052.959321369
"2877",529625.151761221
"2878",142718.751597681
"2879",678714.42669764
"2880",2311818.52108876
"2881",758255.481783317
"2882",413706.403497228
"2883",825227.360028342
"2884",353881.893461099
"2885",850278.784064975
"2886",558001.430469101
"2887",2884209.91716405
"2888",432758.786828481
"2889",936461.415554833
"2890",190402.571802723
"2891",596410.220057827
"2892",252504.606944952
"2893",560326.762663187
"2894",683871.852241453
"2895",337659.859464626
"2896",455565.460608086
"2897",276590.699542858
"2898",814994.843543881
"2899",862841.872880386
"2900",412417.394809446
"2901",281536.630896228
"2902",538800.519762856
"2903",886048.673569119
"2904",684143.089654639
"2905",955216.290054084
"2906",204627.455080265
"2907",328208.679141319
"2908",521529.94407648
"2909",362560.657165869
"2910",322991.573864075
"2911",1754527.20930462
"2912",225277.036840195
"2913",935593.770876664
"2914",251634.724282158
"2915",799958.153651203
"2916",303592.880891787
"2917",586845.830144735
"2918",252980.681532581
"2919",1103966.75323483
"2920",333916.139915214
"2921",521316.672834489
"2922",234813.918868353
"2923",286356.713180509
"2924",456967.93090122
"2925",254656.938021945
"2926",752540.483210462
"2927",558675.898943619
"2928",1027074.40837135
"2929",398488.606916432
"2930",296551.654101233
"2931",419509.086806424
"2932",519424.083444294
"2933",346319.321489094
"2934",434950.164466879
"2935",255444.388540364
"2936",185978.488422375
"2937",270720.319834048
"2938",596296.877067747
"2939",709592.295844272
"2940",381540.763294129
"2941",1705997.98769685
"2942",954370.573613639
"2943",257740.987219642
"2944",1135500.67822481
"2945",213988.749765529
"2946",433006.449296262
"2947",273797.054564965
"2948",241963.476551724
"2949",410063.118909843
"2950",372992.67612727
"2951",674596.703936596
"2952",925299.069976679
"2953",353236.4280177
"2954",422658.20477854
"2955",696797.295835431
"2956",403632.150060363
"2957",232063.753431816
"2958",970999.187482774
"2959",240231.179110835
"2960",569495.415378248
"2961",670653.014397158
"2962",353123.460957564
"2963",506272.774328049
"2964",1547300.2580977
"2965",693237.445958635
"2966",391458.943377269
"2967",645695.82949966
"2968",514393.600777779
"2969",620401.757531211
"2970",1121151.30820238
"2971",229236.362203229
"2972",650329.004206879
"2973",482040.792988546
"2974",820216.007461446
"2975",356233.383447867
"2976",1015174.97593035
"2977",268688.192680423
"2978",1472752.41607463
"2979",418123.25174667
"2980",453992.168043703
"2981",1251353.80139436
"2982",333744.580055725
"2983",309236.012546876
"2984",481382.613165014
"2985",486910.836818986
"2986",692898.314885278
"2987",384164.025341072
"2988",486908.407519398
"2989",1128941.39547096
"2990",345551.640690855
"2991",326801.509209498
"2992",1089255.75833618
"2993",434215.81791418
"2994",837707.125307592
"2995",287234.676280561
"2996",224070.116735407
"2997",570165.889784819
"2998",217703.254902253
"2999",320884.118322781
"3000",535642.347628609
"3001",544946.469021398
"3002",550392.438639863
"3003",854367.010473367
"3004",663513.876948601
"3005",912843.281331199
"3006",455392.638925186
"3007",677152.884988794
"3008",362110.07059198
"3009",333144.80422955
"3010",275727.902948028
"3011",598186.44150473
"3012",453735.382116155
"3013",464604.614988772
"3014",1427998.16383486
"3015",626113.935409437
"3016",304088.226899695
"3017",396868.941643518
"3018",338782.223701977
"3019",343602.453943673
"3020",313892.850283258
"3021",557166.671133157
"3022",453992.11858383
"3023",558676.227958011
"3024",318204.761790262
"3025",265878.160013134
"3026",646525.151299641
"3027",460983.91256235
"3028",628965.242758375
"3029",386679.21862454
"3030",341178.016571095
"3031",313228.415148388
"3032",285456.709071665
"3033",358427.96192473
"3034",383509.338109609
"3035",603147.331270117
"3036",1285036.47806972
"3037",282397.538619059
"3038",291336.65282643
"3039",206849.824934972
"3040",694062.81557559
"3041",260660.06258771
"3042",311951.552473503
"3043",412950.712828171
"3044",719504.754079103
"3045",344834.626040948
"3046",246917.718010377
"3047",329278.951922157
"3048",360160.903490646
"3049",358545.634772642
"3050",471166.491507799
"3051",671723.547692659
"3052",288387.036545252
"3053",287321.505222657
"3054",670635.117121504
"3055",420548.137716879
"3056",677093.169517411
"3057",569199.71667786
"3058",789939.472281445
"3059",259627.085693588
"3060",473159.823274088
"3061",419535.590338186
"3062",1430124.52810848
"3063",328634.677768076
"3064",997782.064608297
"3065",2239403.29425585
"3066",245700.32489685
"3067",115628.049390715
"3068",849523.189460887
"3069",553500.900013983
"3070",562706.76159494
"3071",308605.373941895
"3072",282368.976563749
"3073",296101.85627379
"3074",440734.274552234
"3075",635066.441197272
"3076",442179.414940571
"3077",627677.567642889
"3078",1006760.6505812
"3079",341103.224082905
"3080",601890.351298605
"3081",410430.498829948
"3082",400673.344665984
"3083",324564.491691224
"3084",399945.160606412
"3085",428858.802577941
"3086",448799.657037337
"3087",337232.593083413
"3088",353276.795560874
"3089",193072.439375013
"3090",308805.954457808
"3091",358385.728326709
"3092",423870.977339636
"3093",643327.082686683
"3094",453466.736640016
"3095",1398408.24561548
"3096",476195.262570165
"3097",399926.938223931
"3098",473574.857971611
"3099",416204.658034346
"3100",477212.778909535
"3101",265215.565466184
"3102",374823.100939395
"3103",394110.067794669
"3104",187059.364756354
"3105",345932.087898597
"3106",318541.144638176
"3107",650239.989253974
"3108",383254.177284723
"3109",259599.264197201
"3110",264233.130375512
"3111",233244.530782451
"3112",360591.822647022
"3113",725977.024484144
"3114",411196.537488577
"3115",269643.579489732
"3116",576820.453912286
"3117",369935.773865555
"3118",213393.40726191
"3119",478166.551102457
"3120",775783.458888347
"3121",614800.99418816
"3122",619553.841344466
"3123",389917.957161751
"3124",452820.852464401
"3125",486151.084551844
"3126",453944.639168448
"3127",587920.836004724
"3128",216393.564143358
"3129",1377645.15258899
"3130",678007.955489085
"3131",226561.830804302
"3132",472090.459160461
"3133",1237167.30252465
"3134",431497.196253629
"3135",657372.41430413
"3136",401178.345034927
"3137",495538.034140301
"3138",448996.545330828
"3139",452952.122130195
"3140",472081.691570546
"3141",458327.39251676
"3142",367714.062874017
"3143",533998.165499073
"3144",243189.778322539
"3145",290126.539206523
"3146",422634.207456337
"3147",499153.832182123
"3148",567436.24553802
"3149",323242.883332416
"3150",1107345.20581594
"3151",398465.561441876
"3152",519985.273198319
"3153",462216.897259759
"3154",453469.744229108
"3155",240440.835703876
"3156",457547.125970471
"3157",381945.290066325
"3158",1440939.62586853
"3159",437361.85539178
"3160",533255.557211828
"3161",348694.750210716
"3162",264319.277447835
"3163",440711.648278661
"3164",666455.019128895
"3165",512756.075527827
"3166",246296.884131552
"3167",497505.451306775
"3168",408356.426540465
"3169",666420.298304516
"3170",603652.485401452
"3171",509674.818778751
"3172",645171.302067391
"3173",470289.28790859
"3174",669952.834150175
"3175",444046.375810857
"3176",540284.945133758
"3177",802552.336903654
"3178",318626.084638098
"3179",299117.621266679
"3180",605453.241510976
"3181",370161.079244147
"3182",296107.373696121
"3183",210335.614409992
"3184",813816.153969265
"3185",573072.583648535
"3186",720980.194847974
"3187",251211.057270212
"3188",307973.482106985
"3189",955549.358015063
"3190",496818.370275361
"3191",309491.59080854
"3192",281594.311633977
"3193",233511.641198583
"3194",724974.30809133
"3195",274521.307182661
"3196",241565.351377484
"3197",557383.353019404
"3198",1030925.43407396
"3199",698171.775354243
"3200",286187.868061219
"3201",990189.87716373
"3202",583201.180767519
"3203",270230.094590604
"3204",476954.261063693
"3205",648047.835673513
"3206",291369.646468449
"3207",348905.168823291
"3208",244843.699394742
"3209",1094038.28123358
"3210",781527.759133651
"3211",629521.808985037
"3212",821072.254550808
"3213",317153.670964154
"3214",392354.425746797
"3215",463552.598249262
"3216",679225.276750553
"3217",343641.543178559
"3218",1301227.26210396
"3219",643771.071355349
"3220",375344.818495404
"3221",566730.059179915
"3222",622137.067785345
"3223",197884.671851451
"3224",555393.635592086
"3225",149009.733078128
"3226",755669.437031411
"3227",810632.058063344
"3228",583171.041103703
"3229",546402.081952596
"3230",465506.449018369
"3231",808394.429810917
"3232",481730.536236163
"3233",248985.391588843
"3234",252555.621656236
"3235",210875.700857173
"3236",408975.70461094
"3237",799752.055750389
"3238",271804.403371405
"3239",1396459.81724213
"3240",296276.236132385
"3241",827255.735836197
"3242",560741.828611187
"3243",169759.957080743
"3244",861057.911408989
"3245",301975.869948593
"3246",369631.958208265
"3247",203683.156854139
"3248",400230.873930647
"3249",1196755.95228265
"3250",273584.953516694
"3251",1239321.96017436
"3252",874486.286556325
"3253",487108.025394491
"3254",748121.048233516
"3255",215977.459055899
"3256",267675.266281013
"3257",810655.885791214
"3258",558002.837543349
"3259",1020744.2496419
"3260",716104.826860759
"3261",291211.544468446
"3262",240164.851858061
"3263",760872.787890542
"3264",909227.532171382
"3265",439443.005826571
"3266",495300.414602264
"3267",389993.079995407
"3268",307944.129995864
"3269",361929.879452125
"3270",383344.450609328
"3271",998142.450768583
"3272",408603.728600228
"3273",898257.212932876
"3274",583354.095117085
"3275",196644.980141703
"3276",677869.428770172
"3277",327387.28289375
"3278",602389.377040127
"3279",464118.011616677
"3280",153963.954854652
"3281",160376.254886292
"3282",389121.322923868
"3283",260986.331673197
"3284",1386838.48482591
"3285",375767.088771652
"3286",225568.747627498
"3287",741003.840365839
"3288",207204.371935065
"3289",765866.310484291
"3290",532136.445142275
"3291",1068725.31958696
"3292",545657.894337081
"3293",467090.9349494
"3294",291598.197142883
"3295",368631.161675599
"3296",326189.449890017
"3297",468109.955513157
"3298",404793.971801539
"3299",331203.855193903
"3300",173348.175548642
"3301",634441.606738047
"3302",473405.119586894
"3303",461805.610750214
"3304",450931.096845931
"3305",350816.33752084
"3306",241447.972753207
"3307",883236.11626713
"3308",773234.749389778
"3309",220011.058702771
"3310",377186.092756407
"3311",1207080.29751338
"3312",289578.360523921
"3313",648674.189602731
"3314",423507.833397684
"3315",609598.330037904
"3316",992790.10067573
"3317",289104.277564938
"3318",198145.035379846
"3319",364080.836475126
"3320",674179.738676408
"3321",580069.264130546
"3322",1478245.17545321
"3323",266881.863844311
"3324",340596.652762999
"3325",527262.392574569
"3326",586123.165506482
"3327",1205209.56675178
"3328",160467.432372484
"3329",604393.702963172
"3330",436781.777557249
"3331",280184.93410965
"3332",381874.041163351
"3333",606524.058859431
"3334",333800.465947888
"3335",427998.47522904
"3336",566368.685746384
"3337",360223.560668529
"3338",2033659.86475216
"3339",420245.815262971
"3340",438116.814301628
"3341",514789.50648518
"3342",255654.701239593
"3343",394151.259927925
"3344",510102.733997019
"3345",235579.540304804
"3346",632427.17161792
"3347",480463.416825933
"3348",626020.26973617
"3349",254586.62217078
"3350",215338.722790414
"3351",219094.461771948
"3352",337278.347121899
"3353",393685.13425423
"3354",491166.55725445
"3355",293513.143035696
"3356",969750.91185659
"3357",491547.89448922
"3358",361099.677317306
"3359",460822.113562237
"3360",628949.167230542
"3361",334735.926656641
"3362",429522.046868021
"3363",1336929.94184914
"3364",391451.804986593
"3365",199472.281501338
"3366",625581.411174635
"3367",213389.079137565
"3368",612990.425930328
"3369",418772.610876613
"3370",614767.068615799
"3371",290945.907432905
"3372",1274421.99257501
"3373",414291.154189839
"3374",708320.332958949
"3375",369960.511572444
"3376",1704038.52059368
"3377",679786.48368506
"3378",855940.521224699
"3379",241259.55082971
"3380",339839.096589602
"3381",2111746.05832129
"3382",220790.07049891
"3383",563398.512365331
"3384",579679.513295178
"3385",1191430.00438745
"3386",348827.443702849
"3387",467742.980468237
"3388",249854.513630047
"3389",435384.944957635
"3390",759725.843897207
"3391",589267.240984535
"3392",420261.215814412
"3393",284682.852897648
"3394",368469.398092453
"3395",247352.55160639
"3396",614890.629024753
"3397",464350.976268571
"3398",488953.553446598
"3399",233160.37897064
"3400",491521.148276728
"3401",370068.124770724
"3402",547934.450915813
"3403",1059295.80877437
"3404",692920.276392214
"3405",431485.013729185
"3406",814458.32721295
"3407",169149.880500795
"3408",577861.928457917
"3409",407265.022682437
"3410",488377.255478771
"3411",938679.199760643
"3412",396350.653278807
"3413",909931.66003666
"3414",248031.402151628
"3415",570973.964012517
"3416",964736.004286873
"3417",420787.005877866
"3418",441811.865375217
"3419",141079.664574143
"3420",265833.167330857
"3421",1667873.41032807
"3422",340256.555913838
"3423",403724.918959807
"3424",427412.050284575
"3425",674519.394184807
"3426",265158.320583644
"3427",300882.653707692
"3428",221047.416808916
"3429",416131.278474482
"3430",632085.937597476
"3431",689046.478284774
"3432",489093.790151808
"3433",564088.760824741
"3434",665653.148479318
"3435",543061.654337166
"3436",179458.896819122
"3437",260717.984447023
"3438",253797.053586871
"3439",362758.694076555
"3440",382892.688981118
"3441",853523.032967665
"3442",207626.691777421
"3443",404357.384890087
"3444",205459.70440615
"3445",655830.218245829
"3446",466482.087946794
"3447",713184.560623417
"3448",329831.374327816
"3449",396860.695723057
"3450",253937.857618456
"3451",1124414.66906301
"3452",969485.37814947
"3453",284856.278881809
"3454",827911.229718175
"3455",458217.034793207
"3456",342464.644327356
"3457",156850.670600358
"3458",159494.006662633
"3459",961468.812342388
"3460",468536.505823946
"3461",709153.601308397
"3462",632865.461965147
"3463",224259.871476699
"3464",623113.613400465
"3465",368452.548780969
"3466",591295.686968197
"3467",373781.506257067
"3468",361083.320198069
"3469",388434.990589795
"3470",429501.138722611
"3471",496575.04060796
"3472",365019.961095774
"3473",873284.192736049
"3474",1022896.54660173
"3475",316375.336002561
"3476",441668.42980154
"3477",268734.560378709
"3478",729582.142001287
"3479",658293.048865489
"3480",774273.523385014
"3481",435667.705762265
"3482",556108.685620024
"3483",376046.01203662
"3484",683720.231607921
"3485",291266.610110905
"3486",478696.552015796
"3487",372276.930513539
"3488",195456.103372819
"3489",444542.21680873
"3490",565456.414531206
"3491",643594.779077477
"3492",373822.819303301
"3493",757612.720114871
"3494",426555.573360866
"3495",480628.947726839
"3496",439679.37681063
"3497",435099.664057296
"3498",202412.720894705
"3499",707552.195749204
"3500",558009.103297771
"3501",379534.103271258
"3502",322444.644876457
"3503",667818.008505049
"3504",532639.141293789
"3505",519166.070173028
"3506",184421.25988045
"3507",698303.167356015
"3508",529313.431129178
"3509",333296.140949764
"3510",382568.615976485
"3511",764455.249986268
"3512",323316.722974117
"3513",377840.754689477
"3514",559885.896800242
"3515",1009734.14813521
"3516",827554.890949152
"3517",1155637.78282783
"3518",279822.427851258
"3519",279376.385845958
"3520",1106331.03032196
"3521",468345.886543926
"3522",570209.111007405
"3523",243361.586754953
"3524",412744.536588311
"3525",1301233.30773015
"3526",864347.168571667
"3527",335054.32750609
"3528",780517.230947411
"3529",260570.588742484
"3530",456639.403414124
"3531",914623.570774584
"3532",764614.837068441
"3533",258221.620373386
"3534",459358.219158084
"3535",441643.902461226
"3536",283342.961699637
"3537",522648.651261584
"3538",524970.533540161
"3539",412151.941316097
"3540",227606.715745224
"3541",480395.193030604
"3542",1152465.23498114
"3543",323922.379649275
"3544",468207.9726392
"3545",326719.849832863
"3546",282026.694996463
"3547",340327.874622625
"3548",355329.813135326
"3549",304757.173794778
"3550",458796.788737256
"3551",474997.623097692
"3552",428136.926416584
"3553",922499.44041166
"3554",238823.409475312
"3555",671374.635978767
"3556",261545.641454996
"3557",761388.677027445
"3558",314676.146481791
"3559",556576.576913259
"3560",239414.317169079
"3561",396794.618788158
"3562",483660.401392607
"3563",463313.080911245
"3564",419186.621489225
"3565",412670.94623802
"3566",587822.70322121
"3567",350512.197842461
"3568",338818.181770033
"3569",649615.491249398
"3570",231904.075935003
"3571",599348.649951419
"3572",548422.268393666
"3573",368138.632831345
"3574",563107.027339456
"3575",585685.442153608
"3576",278114.274434424
"3577",394155.063370988
"3578",492837.135561381
"3579",209154.934924164
"3580",916331.734151023
"3581",456292.715338903
"3582",333624.595854939
"3583",1174426.38130708
"3584",228840.591523834
"3585",283536.240157567
"3586",381894.13325396
"3587",289138.757447563
"3588",366828.750083915
"3589",287779.196515924
"3590",274774.847604088
"3591",458405.695766045
"3592",484579.191970737
"3593",823924.547239518
"3594",189486.828659477
"3595",352576.025429071
"3596",388641.927754891
"3597",517041.957379134
"3598",529395.258383885
"3599",355465.325705727
"3600",402165.894109369
"3601",308606.853973946
"3602",513203.563161406
"3603",581880.260386762
"3604",234585.859468124
"3605",450552.818788316
"3606",335499.41107194
"3607",441986.654791393
"3608",224169.599226873
"3609",2211728.88232969
"3610",390792.437492388
"3611",278556.552844999
"3612",424255.469157064
"3613",184649.357629771
"3614",253103.570255884
"3615",1635701.33088069
"3616",392240.098221863
"3617",806442.202856774
"3618",643566.996049281
"3619",340872.710575281
"3620",328758.845366332
"3621",2325610.68277754
"3622",583725.828500568
"3623",278875.827861743
"3624",152197.066009283
"3625",324127.233647694
"3626",237641.071516222
"3627",525976.440551798
"3628",557675.76898644
"3629",519926.722365856
"3630",655223.182926008
"3631",751306.343102553
"3632",175302.392870447
"3633",337836.595496393
"3634",506495.256549095
"3635",670989.850253174
"3636",771416.721259141
"3637",208037.660564007
"3638",1013965.09386574
"3639",357903.721026285
"3640",430533.00643073
"3641",893533.638373442
"3642",536999.64413496
"3643",407708.855301971
"3644",359713.105255443
"3645",430725.497203727
"3646",544580.253246748
"3647",210276.147380138
"3648",465957.7593991
"3649",321351.944935941
"3650",1105503.29174751
"3651",426629.649890489
"3652",299076.088102056
"3653",386423.526417776
"3654",524409.629486636
"3655",457599.946067788
"3656",489683.607423876
"3657",598167.420930212
"3658",574711.079121118
"3659",1428051.0727242
"3660",568923.229390394
"3661",198194.954639326
"3662",421477.612083929
"3663",437896.318650223
"3664",393402.77543959
"3665",375149.595807661
"3666",925218.621761086
"3667",450888.329990544
"3668",472529.969847343
"3669",529874.46680548
"3670",666246.728046592
"3671",445138.773036555
"3672",299239.599045207
"3673",295174.102356642
"3674",703095.70552028
"3675",324237.640650122
"3676",585829.07496205
"3677",477684.966886834
"3678",216466.999706438
"3679",657944.125661058
"3680",2097498.864191
"3681",297854.445344202
"3682",925854.008508054
"3683",748007.472711339
"3684",429936.176772513
"3685",471383.038794731
"3686",346508.125953716
"3687",284324.995468786
"3688",552244.248451563
"3689",550795.606145517
"3690",474057.63973891
"3691",576001.37808152
"3692",530653.547363899
"3693",613524.875222296
"3694",250248.248432031
"3695",1082294.1163574
"3696",589716.739077962
"3697",360605.852962201
"3698",503987.628342846
"3699",929258.802666578
"3700",593159.601766532
"3701",1085838.19850436
"3702",879743.407770965
"3703",472798.331203681
"3704",782826.47312417
"3705",311693.867133924
"3706",521630.082788269
"3707",262709.319303332
"3708",285710.048765113
"3709",309617.591443658
"3710",393479.93508376
"3711",415933.80523616
"3712",192043.705847377
"3713",579719.360384382
"3714",221145.15132933
"3715",571035.265811828
"3716",489738.436911373
"3717",483879.696717143
"3718",448309.749949018
"3719",406514.688406857
"3720",504267.247908659
"3721",267915.933805405
"3722",168035.40537531
"3723",319124.411278859
"3724",908188.807212253
"3725",260779.335461107
"3726",600049.228460693
"3727",1124087.59725583
"3728",455453.092970071
"3729",285488.62132651
"3730",956558.176822999
"3731",588952.351174032
"3732",946711.281664533
"3733",425552.801211578
"3734",745582.929572912
"3735",632017.645731227
"3736",411913.140938517
"3737",272347.682554016
"3738",360946.76928453
"3739",363623.371987896
"3740",253573.778205742
"3741",485354.06988679
"3742",423178.680116411
"3743",473794.983147006
"3744",395470.239025458
"3745",283763.277693042
"3746",301655.923893766
"3747",323633.534686049
"3748",537879.564056534
"3749",655558.069731298
"3750",353256.280354881
"3751",988846.540839355
"3752",271496.886523887
"3753",456831.023423267
"3754",464225.962692467
"3755",406231.182544731
"3756",145053.783826739
"3757",813751.367849535
"3758",514697.306801351
"3759",776767.385311601
"3760",1047940.83388075
"3761",489345.849906558
"3762",402552.254576942
"3763",671927.592115265
"3764",401320.000297902
"3765",321427.835590055
"3766",608141.507196304
"3767",932414.447593427
"3768",328279.093920845
"3769",837519.323717306
"3770",456700.888932599
"3771",229994.788778266
"3772",480187.612245377
"3773",363813.133237814
"3774",570731.079393706
"3775",390548.665594105
"3776",355276.975465317
"3777",417840.508705335
"3778",301628.91698285
"3779",383600.06158344
"3780",334728.389855504
"3781",1102604.8274464
"3782",375759.372258707
"3783",364642.374137917
"3784",348066.277212856
"3785",2188457.93029429
"3786",326017.544283094
"3787",2349384.3697551
"3788",586635.578127469
"3789",1067307.13243821
"3790",404503.087957009
"3791",356050.396825462
"3792",1561709.92192959
"3793",578615.498992467
"3794",1110049.42614696
"3795",724072.705785813
"3796",197618.229839646
"3797",271722.183836408
"3798",303501.733654734
"3799",569920.022158739
"3800",372694.914268242
"3801",264711.791110457
"3802",324753.899187521
"3803",765428.104094818
"3804",1578847.51605937
"3805",793515.89698922
"3806",261687.276371297
"3807",402863.142387524
"3808",430709.811728674
"3809",740032.831403268
"3810",768144.229510166
"3811",423784.574692396
"3812",529336.407641354
"3813",1349605.46547715
"3814",828677.149048652
"3815",308311.894170091
"3816",252972.485041769
"3817",505299.882799029
"3818",261219.919427569
"3819",442316.959170219
"3820",690839.929922558
"3821",551132.258750754
"3822",679780.398612966
"3823",470280.33053042
"3824",479424.986400706
"3825",214267.359765106
"3826",228458.08113714
"3827",772097.968726679
"3828",357110.853043968
"3829",771901.013952171
"3830",1380692.02326871
"3831",222471.407247229
"3832",368920.350854454
"3833",1096016.02336067
"3834",586181.011042574
"3835",406639.296708497
"3836",642028.233084271
"3837",270171.89543694
"3838",1090038.4716128
"3839",884699.874690307
"3840",578226.237468759
"3841",361882.824508127
"3842",345274.442296881
"3843",408797.355095953
"3844",217700.609358668
"3845",614498.949372428
"3846",235905.161363211
"3847",251393.111355276
"3848",751620.829763626
"3849",246264.207711158
"3850",1271501.95518294
"3851",544420.353525062
"3852",306939.068246542
"3853",390484.766889334
"3854",557729.840589475
"3855",715188.330780689
"3856",1332609.06525479
"3857",445271.170938938
"3858",932908.565949082
"3859",516063.851348759
"3860",399554.282082248
"3861",1246801.25005935
"3862",380757.740113748
"3863",405678.35034581
"3864",322615.746444788
"3865",442026.967144711
"3866",335017.121514933
"3867",287443.145255323
"3868",536335.03525745
"3869",719176.418295323
"3870",894539.628954718
"3871",488359.932088342
"3872",746572.330013495
"3873",1020164.67581226
"3874",732946.669685692
"3875",560974.843676655
"3876",470322.412728189
"3877",462576.215457534
"3878",325042.134353081
"3879",663012.083321532
"3880",478131.482504371
"3881",321595.679142604
